title,date,comment_count,overall_reaction,class,upvote,medium,downvote,score,url
[問題] 舊機車回收需要多久？,Thu Oct 15 20:53:43 2020,24,medium,生活,0.25,0.75,0.0,25.0,https://www.ptt.cc/bbs/Hsinchu/M.1602766425.A.E18.html
[問題] 會想一吃再吃的店家,Fri Oct 16 01:43:11 2020,188,good,生活,0.7127659574468085,0.2765957446808511,0.010638297872340425,70.2127659574468,https://www.ptt.cc/bbs/Hsinchu/M.1602783795.A.6BD.html
[問題] 竹市竹北新豐省道小吃推薦,Wed Oct 14 21:47:06 2020,31,good,生活,0.6774193548387096,0.3225806451612903,0.0,67.74193548387096,https://www.ptt.cc/bbs/Hsinchu/M.1602683232.A.2AB.html
[新聞] 整頓新竹都城隍廟口前違佔攤商,Wed Oct 14 09:42:02 2020,153,medium,生活,0.32679738562091504,0.6666666666666666,0.006535947712418301,32.02614379084967,https://www.ptt.cc/bbs/Hsinchu/M.1602639729.A.34C.html
Re: [新聞] 整頓新竹都城隍廟口前違佔攤商,Wed Oct 14 16:25:49 2020,109,medium,生活,0.3486238532110092,0.6422018348623854,0.009174311926605505,33.944954128440365,https://www.ptt.cc/bbs/Hsinchu/M.1602663953.A.B4A.html
[問題] 哪裡可以買生吐司,Wed Oct 14 08:15:42 2020,51,good,生活,0.5294117647058824,0.47058823529411764,0.0,52.94117647058823,https://www.ptt.cc/bbs/Hsinchu/M.1602634546.A.D02.html
[問題] 城隍廟阿富那排整修中,Tue Oct 13 13:42:24 2020,69,good,生活,0.6086956521739131,0.37681159420289856,0.014492753623188406,59.42028985507246,https://www.ptt.cc/bbs/Hsinchu/M.1602567771.A.599.html
[問題] 新埔在地人推薦的柿餅？,Mon Oct 12 11:37:48 2020,34,good,生活,0.7647058823529411,0.23529411764705882,0.0,76.47058823529412,https://www.ptt.cc/bbs/Hsinchu/M.1602473870.A.84D.html
[問題] 新竹縣動保,Mon Oct 12 19:00:19 2020,30,good,生活,0.6333333333333333,0.36666666666666664,0.0,63.333333333333336,https://www.ptt.cc/bbs/Hsinchu/M.1602500421.A.715.html
Re: [問題] 竹北路邊建商廣告車無法可管？,Thu Jun 18 21:52:06 2020,82,good,生活,0.7439024390243902,0.23170731707317074,0.024390243902439025,71.95121951219512,https://www.ptt.cc/bbs/Hsinchu/M.1592488328.A.2EE.html
[問題] 設計展推薦跨縣市去看嗎？,Sun Oct 11 12:36:44 2020,41,medium,生活,0.5121951219512195,0.4634146341463415,0.024390243902439025,48.78048780487805,https://www.ptt.cc/bbs/Hsinchu/M.1602391017.A.51E.html
[問題] 請問哪裡有自費流感疫苗可施打,Fri Oct  9 13:12:01 2020,26,good,生活,0.8076923076923077,0.19230769230769232,0.0,80.76923076923077,https://www.ptt.cc/bbs/Hsinchu/M.1602220323.A.648.html
[食記] 饗鵝 鵝肉料理店,Wed Oct  7 16:44:26 2020,27,medium,生活,0.4074074074074074,0.5555555555555556,0.037037037037037035,37.03703703703704,https://www.ptt.cc/bbs/Hsinchu/M.1602060268.A.647.html
[問題] 響食天堂 VS 芙洛麗 要選哪個?,Tue Oct  6 23:48:52 2020,69,good,生活,0.7681159420289855,0.2028985507246377,0.028985507246376812,73.91304347826087,https://www.ptt.cc/bbs/Hsinchu/M.1601999334.A.AF1.html
[情報] 某村綠豆沙：新竹市巨城4樓快閃店,Wed Oct  7 10:44:01 2020,32,medium,生活,0.53125,0.40625,0.0625,46.875,https://www.ptt.cc/bbs/Hsinchu/M.1602038648.A.B81.html
[問題] 竹科附近上班,Tue Oct  6 12:07:45 2020,39,medium,生活,0.46153846153846156,0.5384615384615384,0.0,46.15384615384615,https://www.ptt.cc/bbs/Hsinchu/M.1601957267.A.490.html
[食記] 新竹期間限定台鐵便當。,Tue Oct  6 12:20:54 2020,22,good,生活,0.5909090909090909,0.4090909090909091,0.0,59.09090909090909,https://www.ptt.cc/bbs/Hsinchu/M.1601958056.A.0D1.html
[問題] 新竹市最近路上很少拖吊車,Mon Oct  5 12:17:46 2020,25,medium,生活,0.48,0.52,0.0,48.0,https://www.ptt.cc/bbs/Hsinchu/M.1601871468.A.CD2.html
[問題] 有人的狗狗走失嗎？,Sun Oct  4 20:28:27 2020,23,good,生活,0.8260869565217391,0.17391304347826086,0.0,82.6086956521739,https://www.ptt.cc/bbs/Hsinchu/M.1601814509.A.3C0.html
[問題] 園區附近修電腦店家,Sun Oct  4 22:07:58 2020,21,medium,生活,0.3333333333333333,0.6666666666666666,0.0,33.333333333333336,https://www.ptt.cc/bbs/Hsinchu/M.1601820480.A.F3D.html
[心得] 反推 S&T 西服 服務態度很差,Sun Oct  4 00:31:53 2020,64,good,生活,0.625,0.328125,0.046875,57.8125,https://www.ptt.cc/bbs/Hsinchu/M.1601742715.A.97C.html
[反推] 心筑美牙醫,Sun Oct  4 01:35:34 2020,26,medium,生活,0.23076923076923078,0.7692307692307693,0.0,23.076923076923077,https://www.ptt.cc/bbs/Hsinchu/M.1601746536.A.273.html
[反推] 綠點工程工作室 ,Sun Oct  4 09:42:48 2020,57,medium,生活,0.43859649122807015,0.5614035087719298,0.0,43.85964912280702,https://www.ptt.cc/bbs/Hsinchu/M.1601775770.A.A24.html
[廣宣] JS肌筋膜運動按摩及私人健身教練課,Sat Feb  1 19:16:38 2020,22,good,生活,0.5,0.5,0.0,50.0,https://www.ptt.cc/bbs/Hsinchu/M.1580555800.A.DD1.html
[心得]  反推內灣老街的阿蘭魯味 難吃又會多算,Fri Oct  2 23:22:45 2020,55,good,生活,0.6181818181818182,0.38181818181818183,0.0,61.81818181818182,https://www.ptt.cc/bbs/Hsinchu/M.1601652167.A.FD7.html
[問題] 設計展人潮狀況,Sat Oct  3 09:46:26 2020,40,good,生活,0.5,0.5,0.0,50.0,https://www.ptt.cc/bbs/Hsinchu/M.1601689588.A.FB8.html
[問題] 竹北6+Plaza,Sat Oct  3 10:19:52 2020,62,medium,生活,0.41935483870967744,0.5806451612903226,0.0,41.935483870967744,https://www.ptt.cc/bbs/Hsinchu/M.1601691595.A.76A.html
[問題] 請問巨城現在人多嗎？,Thu Oct  1 16:29:42 2020,26,good,生活,0.6538461538461539,0.34615384615384615,0.0,65.38461538461539,https://www.ptt.cc/bbs/Hsinchu/M.1601540987.A.37C.html
[問題] 那家超商有實名制的幼幼平面口罩？,Thu Oct  1 17:06:39 2020,21,medium,生活,0.42857142857142855,0.5714285714285714,0.0,42.857142857142854,https://www.ptt.cc/bbs/Hsinchu/M.1601543201.A.521.html
[問題] 新竹非園區收入者生活壓力？,Wed Sep 30 22:13:53 2020,216,medium,生活,0.2638888888888889,0.7129629629629629,0.023148148148148147,24.074074074074073,https://www.ptt.cc/bbs/Hsinchu/M.1601475235.A.03D.html
[問題] 壽司郎現場排隊？,Thu Oct  1 10:37:13 2020,38,good,生活,0.6578947368421053,0.34210526315789475,0.0,65.78947368421052,https://www.ptt.cc/bbs/Hsinchu/M.1601519835.A.095.html
[問題] 新竹防疫旅館,Tue Sep 29 21:18:12 2020,35,medium,生活,0.2,0.8,0.0,20.0,https://www.ptt.cc/bbs/Hsinchu/M.1601385494.A.684.html
[問題] 竹北特色公園,Tue Sep 29 14:09:34 2020,41,medium,生活,0.5121951219512195,0.4634146341463415,0.024390243902439025,48.78048780487805,https://www.ptt.cc/bbs/Hsinchu/M.1601359776.A.FBD.html
[問題] 哪有不錯的水產行,Tue Sep 29 14:57:30 2020,28,good,生活,0.6785714285714286,0.32142857142857145,0.0,67.85714285714286,https://www.ptt.cc/bbs/Hsinchu/M.1601362652.A.593.html
[問題] 新竹好吃的水餃,Mon Sep 28 22:39:16 2020,134,good,生活,0.6791044776119403,0.3208955223880597,0.0,67.91044776119404,https://www.ptt.cc/bbs/Hsinchu/M.1601303958.A.20A.html
[問題] 新竹縣水比新竹市硬嗎 ???,Tue Sep 29 00:08:34 2020,48,medium,生活,0.3333333333333333,0.6666666666666666,0.0,33.333333333333336,https://www.ptt.cc/bbs/Hsinchu/M.1601309316.A.71D.html
[問題] 求推薦看貓咪的醫生,Sun Sep 27 11:16:27 2020,52,good,生活,0.6346153846153846,0.36538461538461536,0.0,63.46153846153846,https://www.ptt.cc/bbs/Hsinchu/M.1601176589.A.68A.html
[問題] 單顆月餅,Sat Sep 26 20:55:55 2020,37,good,生活,0.8108108108108109,0.16216216216216217,0.02702702702702703,78.37837837837837,https://www.ptt.cc/bbs/Hsinchu/M.1601124957.A.D14.html
[問題] 新竹牙套價格?,Sat Sep 26 23:03:12 2020,29,good,生活,0.5172413793103449,0.4827586206896552,0.0,51.724137931034484,https://www.ptt.cc/bbs/Hsinchu/M.1601132594.A.ABA.html
[認養] 一個月可愛小虎斑小泡芙送養,Fri Sep 25 15:03:09 2020,29,good,生活,1.0,0.0,0.0,100.0,https://www.ptt.cc/bbs/Hsinchu/M.1601017391.A.438.html
[問題] 請問哪間全家有泰奶霜淇淋,Fri Sep 25 21:56:10 2020,36,good,生活,0.7777777777777778,0.2222222222222222,0.0,77.77777777777777,https://www.ptt.cc/bbs/Hsinchu/M.1601042172.A.FC6.html
Re: [問題] 空氣也太臭了吧,Thu Sep 24 07:30:39 2020,33,good,生活,0.7272727272727273,0.2727272727272727,0.0,72.72727272727273,https://www.ptt.cc/bbs/Hsinchu/M.1600903843.A.ECD.html
[新聞] 遠東化纖新埔廠油氣外洩 竹北飄惡臭,Thu Sep 24 14:43:52 2020,24,good,生活,0.7083333333333334,0.25,0.041666666666666664,66.66666666666667,https://www.ptt.cc/bbs/Hsinchu/M.1600929834.A.2BD.html
[問題] 麻辣鍋吃到飽推薦,Wed Sep 23 12:25:19 2020,52,good,生活,0.6538461538461539,0.3269230769230769,0.019230769230769232,63.46153846153846,https://www.ptt.cc/bbs/Hsinchu/M.1600835122.A.A15.html
[問題] 竹科小野貓找主人,Wed Sep 23 12:32:05 2020,24,good,生活,0.7083333333333334,0.2916666666666667,0.0,70.83333333333333,https://www.ptt.cc/bbs/Hsinchu/M.1600835527.A.CC9.html
[問題] 空氣也太臭了吧,Wed Sep 23 19:34:49 2020,297,good,生活,0.6296296296296297,0.3400673400673401,0.030303030303030304,59.93265993265993,https://www.ptt.cc/bbs/Hsinchu/M.1600860891.A.2A5.html
[送養] 2個月大白底虎斑、黑貓送養,Wed Sep 23 21:36:42 2020,59,good,生活,0.5423728813559322,0.4576271186440678,0.0,54.23728813559322,https://www.ptt.cc/bbs/Hsinchu/M.1600868204.A.608.html
[問題] 新竹市便宜CP值高的眼鏡行,Tue Sep 22 09:42:38 2020,52,good,生活,0.6153846153846154,0.38461538461538464,0.0,61.53846153846154,https://www.ptt.cc/bbs/Hsinchu/M.1600738960.A.271.html
[心情] 房東不還我押金並藉故扣除,Sun Sep 20 23:17:05 2020,70,medium,生活,0.44285714285714284,0.5571428571428572,0.0,44.285714285714285,https://www.ptt.cc/bbs/Hsinchu/M.1600615027.A.5A5.html
Re: [贈送] 烏來名湯會館(周日)送出,Fri Sep 18 14:15:34 2020,76,medium,生活,0.4868421052631579,0.5131578947368421,0.0,48.68421052631579,https://www.ptt.cc/bbs/Hsinchu/M.1600409736.A.85B.html
[問題] 外面有轟窿窿的聲音,Sun Sep 20 02:52:25 2020,49,good,生活,0.7346938775510204,0.2653061224489796,0.0,73.46938775510205,https://www.ptt.cc/bbs/Hsinchu/M.1600541547.A.596.html
[討論] 大家知道共軍戰機其實離新竹很近嗎？,Sun Sep 20 16:03:01 2020,78,medium,生活,0.5,0.48717948717948717,0.01282051282051282,48.717948717948715,https://www.ptt.cc/bbs/Hsinchu/M.1600588984.A.8FD.html
[問題] 竹東與南寮的生活環境與機能,Sun Sep 20 20:38:28 2020,73,medium,生活,0.3561643835616438,0.6438356164383562,0.0,35.61643835616438,https://www.ptt.cc/bbs/Hsinchu/M.1600605510.A.EF8.html
[問題]建案施工噪音受不了，可以怎麼陳情？,Sat Sep 19 15:36:41 2020,53,medium,生活,0.2641509433962264,0.7358490566037735,0.0,26.41509433962264,https://www.ptt.cc/bbs/Hsinchu/M.1600501003.A.F7F.html
[問題] 竹北六家派出所前面發生什麼事,Sat Sep 19 23:07:14 2020,26,good,生活,0.6153846153846154,0.34615384615384615,0.038461538461538464,57.69230769230769,https://www.ptt.cc/bbs/Hsinchu/M.1600528036.A.E36.html
[問題] 黄色網狀線不能臨時停車,Fri Sep 18 13:01:48 2020,93,medium,生活,0.46236559139784944,0.5376344086021505,0.0,46.236559139784944,https://www.ptt.cc/bbs/Hsinchu/M.1600405310.A.5CF.html
[問題] 詢問是否可以發文,Fri Sep 18 10:56:27 2020,21,medium,生活,0.19047619047619047,0.6666666666666666,0.14285714285714285,4.761904761904762,https://www.ptt.cc/bbs/Hsinchu/M.1600397789.A.585.html
[問題] 有港式飲茶吃到飽嗎？,Wed Sep 16 23:21:31 2020,45,medium,生活,0.37777777777777777,0.6222222222222222,0.0,37.77777777777778,https://www.ptt.cc/bbs/Hsinchu/M.1600269693.A.A1E.html
[問題] 請問竹北有哪個藥妝店或藥局有賣口罩呢,Thu Sep 17 12:44:01 2020,35,good,生活,0.7428571428571429,0.2571428571428571,0.0,74.28571428571429,https://www.ptt.cc/bbs/Hsinchu/M.1600317844.A.38A.html
[廣宣] 新竹市大神燒肉.夜食（推文送牛肉）,Thu Sep 17 14:09:53 2020,226,good,生活,0.9823008849557522,0.017699115044247787,0.0,98.23008849557522,https://www.ptt.cc/bbs/Hsinchu/M.1600322995.A.593.html
[問題] 請問本週日的天氣狀況（六福村）,Wed Sep 16 07:46:19 2020,22,medium,生活,0.3181818181818182,0.36363636363636365,0.3181818181818182,0.0,https://www.ptt.cc/bbs/Hsinchu/M.1600213581.A.7E2.html
[問題] 新竹一人2000的日式料理,Tue Sep 15 10:55:48 2020,66,good,生活,0.7878787878787878,0.21212121212121213,0.0,78.78787878787878,https://www.ptt.cc/bbs/Hsinchu/M.1600138550.A.308.html
[問題] 我在幫同仁找高級一點的素食餐廳,Tue Sep 15 14:19:25 2020,30,good,生活,0.5333333333333333,0.4666666666666667,0.0,53.333333333333336,https://www.ptt.cc/bbs/Hsinchu/M.1600150767.A.E3E.html
[問題] 大俠綠豆沙vs卉羚綠豆沙,Tue Sep 15 16:47:09 2020,47,good,生活,0.6595744680851063,0.3404255319148936,0.0,65.95744680851064,https://www.ptt.cc/bbs/Hsinchu/M.1600159631.A.182.html
[問題] 米X家飯糰的八卦,Tue Sep 15 20:04:52 2020,46,good,生活,0.5217391304347826,0.4782608695652174,0.0,52.17391304347826,https://www.ptt.cc/bbs/Hsinchu/M.1600171495.A.F11.html
[問題] 請問晚上哪裡買好吃的法國麵包？,Tue Sep 15 21:34:12 2020,54,medium,生活,0.37037037037037035,0.6296296296296297,0.0,37.03703703703704,https://www.ptt.cc/bbs/Hsinchu/M.1600176854.A.887.html
[問題] 新竹市區推薦的可麗餅店家or攤車,Mon Sep 14 15:26:19 2020,26,good,生活,0.5,0.5,0.0,50.0,https://www.ptt.cc/bbs/Hsinchu/M.1600068381.A.202.html
[問題] 新竹 可麗露,Mon Sep 14 19:37:17 2020,40,good,生活,0.9,0.1,0.0,90.0,https://www.ptt.cc/bbs/Hsinchu/M.1600083439.A.C5C.html
[新聞] 台三線改善指標、增設區間測速,Mon Sep 14 10:27:22 2020,26,good,生活,0.5769230769230769,0.38461538461538464,0.038461538461538464,53.84615384615385,https://www.ptt.cc/bbs/Hsinchu/M.1600050447.A.CDE.html
Re: [問題] 光復路塞車解方,Sun Sep 13 11:33:27 2020,80,medium,生活,0.2875,0.6875,0.025,26.25,https://www.ptt.cc/bbs/Hsinchu/M.1599968011.A.DFB.html
[問題] 新竹耳鼻喉科推薦,Sun Sep 13 14:34:26 2020,32,good,生活,0.59375,0.40625,0.0,59.375,https://www.ptt.cc/bbs/Hsinchu/M.1599978868.A.D79.html
"[廣宣]你做公益,洗特樂免費幫你洗冷氣",Sun Sep 13 15:16:08 2020,33,good,生活,0.6666666666666666,0.3333333333333333,0.0,66.66666666666667,https://www.ptt.cc/bbs/Hsinchu/M.1599981370.A.0BD.html
[問題] 新竹&竹北好像少一間土耳其餐廳的感覺,Sat Sep 12 15:03:15 2020,74,medium,生活,0.44594594594594594,0.5135135135135135,0.04054054054054054,40.54054054054054,https://www.ptt.cc/bbs/Hsinchu/M.1599894197.A.035.html
[問題] 請問台電新竹服務處旁的洋樓建築,Sat Sep 12 21:09:27 2020,21,medium,生活,0.38095238095238093,0.6190476190476191,0.0,38.095238095238095,https://www.ptt.cc/bbs/Hsinchu/M.1599916169.A.CB4.html
[問題] 光復路塞車解方,Fri Sep 11 20:36:05 2020,111,medium,生活,0.18018018018018017,0.7027027027027027,0.11711711711711711,6.306306306306307,https://www.ptt.cc/bbs/Hsinchu/M.1599827767.A.5DF.html
[問題] 南寮漁港貨櫃市集還有嗎？,Fri Sep 11 13:00:01 2020,36,medium,生活,0.4444444444444444,0.5555555555555556,0.0,44.44444444444444,https://www.ptt.cc/bbs/Hsinchu/M.1599800403.A.FD9.html
[問題] 新竹市有哪間店有賣防狼噴霧 (金盾)？,Thu Sep 10 05:06:31 2020,61,medium,生活,0.2459016393442623,0.7540983606557377,0.0,24.59016393442623,https://www.ptt.cc/bbs/Hsinchu/M.1599685593.A.E2C.html
[問題] 芳療按摩推薦？,Wed Sep  9 10:25:58 2020,40,good,生活,0.575,0.425,0.0,57.5,https://www.ptt.cc/bbs/Hsinchu/M.1599618360.A.4A1.html
[問題]租屋問題，很多房子房東不同但電話相同,Sun Sep  6 21:12:05 2020,70,medium,生活,0.4,0.5857142857142857,0.014285714285714285,38.57142857142857,https://www.ptt.cc/bbs/Hsinchu/M.1599397927.A.351.html
[問題] 頭前溪左岸棒球場暴露狂出沒,Mon Sep  7 09:57:29 2020,31,medium,生活,0.41935483870967744,0.5806451612903226,0.0,41.935483870967744,https://www.ptt.cc/bbs/Hsinchu/M.1599443851.A.DAE.html
[問題] 住青草湖附近通勤園區方便嗎?,Sat Sep  5 20:21:42 2020,35,medium,生活,0.45714285714285713,0.5428571428571428,0.0,45.714285714285715,https://www.ptt.cc/bbs/Hsinchu/M.1599308504.A.6A1.html
[問題] 采麟眼鏡,Fri Sep  4 19:10:08 2020,136,medium,生活,0.25,0.75,0.0,25.0,https://www.ptt.cc/bbs/Hsinchu/M.1599217810.A.78D.html
[問題] 騎機車去火車站接人的問題,Fri Sep  4 23:22:11 2020,37,medium,生活,0.4594594594594595,0.5405405405405406,0.0,45.945945945945944,https://www.ptt.cc/bbs/Hsinchu/M.1599232934.A.B23.html
[新聞] 洗屍水直排水源地70萬人受害　議員占國,Fri Sep  4 14:04:47 2020,96,medium,生活,0.4270833333333333,0.5520833333333334,0.020833333333333332,40.625,https://www.ptt.cc/bbs/Hsinchu/M.1599199489.A.F28.html
[食記] 新竹。禧樂 丼飯 刺身 炭燒。,Wed Sep  2 23:08:14 2020,27,medium,生活,0.4074074074074074,0.37037037037037035,0.2222222222222222,18.51851851851852,https://www.ptt.cc/bbs/Hsinchu/M.1599059297.A.F50.html
[問題] 新竹市區到工研院通勤方式,Wed Sep  2 23:49:40 2020,33,medium,生活,0.48484848484848486,0.5151515151515151,0.0,48.484848484848484,https://www.ptt.cc/bbs/Hsinchu/M.1599061785.A.D03.html
[問題] 可以推薦我摃丸嗎,Thu Sep  3 01:42:38 2020,95,good,生活,0.7894736842105263,0.17894736842105263,0.031578947368421054,75.78947368421052,https://www.ptt.cc/bbs/Hsinchu/M.1599068561.A.D7C.html
[問題] 中秋送禮推薦,Thu Sep  3 12:17:44 2020,39,good,生活,0.717948717948718,0.2564102564102564,0.02564102564102564,69.23076923076923,https://www.ptt.cc/bbs/Hsinchu/M.1599106666.A.148.html
[資訊] 如何檢舉亂丟垃圾,Thu Sep  3 12:20:01 2020,27,medium,生活,0.48148148148148145,0.5185185185185185,0.0,48.148148148148145,https://www.ptt.cc/bbs/Hsinchu/M.1599106807.A.034.html
[問題] 氣泡水鋼瓶填充（食用級CO2）,Thu Sep  3 14:17:59 2020,66,good,生活,0.6515151515151515,0.3484848484848485,0.0,65.15151515151516,https://www.ptt.cc/bbs/Hsinchu/M.1599113882.A.A40.html
[問題] 光慧or視光學眼鏡行,Thu Sep  3 17:07:38 2020,33,good,生活,0.5454545454545454,0.45454545454545453,0.0,54.54545454545455,https://www.ptt.cc/bbs/Hsinchu/M.1599124061.A.E02.html
[問題] 東區(清大/關新/關埔)牙醫推薦?,Wed Sep  2 11:19:27 2020,45,medium,生活,0.4,0.5777777777777777,0.022222222222222223,37.77777777777778,https://www.ptt.cc/bbs/Hsinchu/M.1599016769.A.BD6.html
[問題] 新竹玩 飯店要選哪間？,Wed Sep  2 15:02:47 2020,51,good,生活,0.5686274509803921,0.4117647058823529,0.0196078431372549,54.90196078431372,https://www.ptt.cc/bbs/Hsinchu/M.1599030169.A.98F.html
[新聞] 少女押藏密室、奪手機移動誤導 誘騙兩人,Tue Sep  1 16:23:28 2020,57,good,生活,0.5789473684210527,0.38596491228070173,0.03508771929824561,54.3859649122807,https://www.ptt.cc/bbs/Hsinchu/M.1598948611.A.B0B.html
[情報] 9月1日起，路口安全大執法：禮讓行人,Mon Aug 31 21:49:57 2020,44,medium,生活,0.5227272727272727,0.4318181818181818,0.045454545454545456,47.72727272727273,https://www.ptt.cc/bbs/Hsinchu/M.1598881805.A.C7E.html
Re: 新竹精英駕訓班 遇到地雷教練,Mon Aug 31 15:31:17 2020,35,medium,生活,0.34285714285714286,0.6571428571428571,0.0,34.285714285714285,https://www.ptt.cc/bbs/Hsinchu/M.1598859079.A.3A7.html
[食記] 超主觀蛋餅地圖分享 Season 2,Mon Aug 31 11:06:02 2020,47,good,生活,0.851063829787234,0.14893617021276595,0.0,85.1063829787234,https://www.ptt.cc/bbs/Hsinchu/M.1598843165.A.43C.html
[問題] 南寮風箏節,Sun Aug 30 14:52:14 2020,81,good,生活,0.5802469135802469,0.3950617283950617,0.024691358024691357,55.55555555555556,https://www.ptt.cc/bbs/Hsinchu/M.1598770336.A.833.html
[問題] 新豐湖口 工業區美食,Sun Aug 30 16:18:44 2020,54,good,生活,0.6111111111111112,0.3888888888888889,0.0,61.111111111111114,https://www.ptt.cc/bbs/Hsinchu/M.1598775528.A.84F.html
[問題] 園區附近做一顆牙套的價格,Sat Aug 29 14:28:47 2020,33,medium,生活,0.45454545454545453,0.5454545454545454,0.0,45.45454545454545,https://www.ptt.cc/bbs/Hsinchu/M.1598682529.A.F78.html
[新聞] 竹市警九月起路口安全大執法 初期重點路,Sun Aug 30 09:35:50 2020,61,medium,生活,0.45901639344262296,0.5245901639344263,0.01639344262295082,44.26229508196721,https://www.ptt.cc/bbs/Hsinchu/M.1598751353.A.E2D.html
[問題] 請推薦好的豬油,Fri Aug 28 19:30:43 2020,25,good,生活,0.6,0.4,0.0,60.0,https://www.ptt.cc/bbs/Hsinchu/M.1598614245.A.2C2.html
[問題] 社區網路選擇,Thu Aug 27 08:44:37 2020,29,medium,生活,0.27586206896551724,0.7241379310344828,0.0,27.586206896551722,https://www.ptt.cc/bbs/Hsinchu/M.1598489079.A.C17.html
[食記] 香料屋。道地印度料理!,Thu Aug 27 11:23:40 2020,40,good,生活,0.65,0.35,0.0,65.0,https://www.ptt.cc/bbs/Hsinchu/M.1598498624.A.CE0.html
[問題] 新竹市或竹北賣升降茶几的實體家俱店,Tue Aug 25 12:54:14 2020,25,good,生活,0.56,0.44,0.0,56.0,https://www.ptt.cc/bbs/Hsinchu/M.1598331256.A.85A.html
[交換] 可正常使用的二手冷氣換無法使用的冷氣,Tue Aug 25 16:39:01 2020,75,good,生活,0.5466666666666666,0.4533333333333333,0.0,54.666666666666664,https://www.ptt.cc/bbs/Hsinchu/M.1598344743.A.CD6.html
[問題] nova開店時間&推薦店家,Mon Aug 24 22:00:44 2020,32,medium,生活,0.34375,0.65625,0.0,34.375,https://www.ptt.cc/bbs/Hsinchu/M.1598277646.A.1B0.html
[新聞] 創新低 神豬獻祭僅剩卅七頭,Tue Aug 25 08:25:20 2020,32,good,生活,0.5625,0.4375,0.0,56.25,https://www.ptt.cc/bbs/Hsinchu/M.1598315124.A.141.html
[新聞] 新竹市今拆5違建還市民空間,Mon Aug 24 15:32:49 2020,59,medium,生活,0.423728813559322,0.4745762711864407,0.1016949152542373,32.20338983050848,https://www.ptt.cc/bbs/Hsinchu/M.1598254374.A.742.html
[問題] 新竹租房疑惑,Mon Aug 24 16:11:12 2020,112,medium,生活,0.4017857142857143,0.5357142857142857,0.0625,33.92857142857143,https://www.ptt.cc/bbs/Hsinchu/M.1598256675.A.75C.html
[新聞]  竹市信義街住戶不滿拆騎樓 市府籲「特定,Sun Aug 23 17:58:24 2020,73,medium,生活,0.3287671232876712,0.589041095890411,0.0821917808219178,24.65753424657534,https://www.ptt.cc/bbs/Hsinchu/M.1598176709.A.5ED.html
[新聞] 5公車取消免費 民怨開辦10年說改就改、,Fri Aug 21 18:52:58 2020,45,medium,生活,0.4222222222222222,0.4888888888888889,0.08888888888888889,33.333333333333336,https://www.ptt.cc/bbs/Hsinchu/M.1598007182.A.83A.html
[新聞] 城隍廟廣場 假日行人徒步區明起上路,Fri Aug 21 19:06:28 2020,73,medium,生活,0.3835616438356164,0.5342465753424658,0.0821917808219178,30.136986301369863,https://www.ptt.cc/bbs/Hsinchu/M.1598007991.A.2C8.html
